YEAR,MO,DY,HR,T2M,QV2M
2023,6,28,23,26.15,20.69
2023,6,29,0,25.86,20.39
2023,6,29,1,25.66,20.14
2023,6,29,2,25.65,19.9
2023,6,29,3,25.51,19.84
2023,6,29,4,25.23,19.71
2023,6,29,5,25.05,19.53
2023,6,29,6,26.05,20.26
2023,6,29,7,27.05,20.75
2023,6,29,8,28.36,20.75
2023,6,29,9,29.63,20.45
2023,6,29,10,30.47,20.26
2023,6,29,11,30.93,20.2
2023,6,29,12,31.18,20.08
2023,6,29,13,31.37,19.96
2023,6,29,14,31.26,19.84
2023,6,29,15,30.65,19.9
2023,6,29,16,29.88,20.14
2023,6,29,17,28.7,20.81
2023,6,29,18,27.39,20.81
2023,6,29,19,26.86,20.63
2023,6,29,20,26.47,20.57
2023,6,29,21,26.13,20.45
2023,6,29,22,25.86,20.26
2023,6,29,23,25.63,20.14
2023,6,30,0,25.44,20.02
2023,6,30,1,25.28,19.9
2023,6,30,2,25.17,19.71
2023,6,30,3,25.15,19.53
2023,6,30,4,25.09,19.47
2023,6,30,5,25.01,19.41
2023,6,30,6,26.08,20.39
2023,6,30,7,27.01,20.81
2023,6,30,8,28.04,21.12
2023,6,30,9,29.05,21.06
2023,6,30,10,29.84,20.81
2023,6,30,11,30.53,20.69
2023,6,30,12,30.83,20.39
2023,6,30,13,30.77,20.2
2023,6,30,14,30.64,20.14
2023,6,30,15,30.37,20.26
2023,6,30,16,29.69,20.57
2023,6,30,17,28.63,20.87
2023,6,30,18,27.28,20.94
2023,6,30,19,26.8,20.75
2023,6,30,20,26.53,20.69
2023,6,30,21,26.33,20.69
2023,6,30,22,26.18,20.69
2023,6,30,23,26.1,20.75
2023,7,1,0,26.01,20.69
2023,7,1,1,25.85,20.63
2023,7,1,2,25.66,20.45
2023,7,1,3,25.41,20.14
2023,7,1,4,25.22,19.96
2023,7,1,5,25.17,19.84
2023,7,1,6,26.45,20.75
2023,7,1,7,27.29,20.87
2023,7,1,8,28.26,20.81
2023,7,1,9,29.23,20.45
2023,7,1,10,29.92,20.2
2023,7,1,11,30.31,20.08
2023,7,1,12,30.35,20.02
2023,7,1,13,30.15,20.02
2023,7,1,14,30.0,20.26
2023,7,1,15,29.6,20.69
2023,7,1,16,28.98,21.18
2023,7,1,17,28.06,21.55
2023,7,1,18,27.24,21.55
2023,7,1,19,27.01,21.48
2023,7,1,20,26.97,21.55
2023,7,1,21,26.95,21.55
2023,7,1,22,26.73,21.18
2023,7,1,23,26.06,20.39
2023,7,2,0,25.35,19.71
2023,7,2,1,24.8,19.23
2023,7,2,2,24.52,18.86
2023,7,2,3,24.51,18.68
2023,7,2,4,24.71,18.55
2023,7,2,5,24.26,18.49
2023,7,2,6,25.24,19.29
2023,7,2,7,26.12,19.78
2023,7,2,8,27.08,19.84
2023,7,2,9,27.83,19.53
2023,7,2,10,28.46,19.23
2023,7,2,11,28.99,19.04
2023,7,2,12,29.3,19.04
2023,7,2,13,29.46,19.17
2023,7,2,14,29.44,19.23
2023,7,2,15,29.14,19.35
2023,7,2,16,28.59,19.71
2023,7,2,17,27.83,19.84
2023,7,2,18,26.55,20.08
2023,7,2,19,26.1,19.78
2023,7,2,20,25.8,19.71
2023,7,2,21,25.66,19.71
2023,7,2,22,25.65,19.84
2023,7,2,23,25.58,19.9
2023,7,3,0,25.44,19.84
2023,7,3,1,25.19,19.65
2023,7,3,2,24.97,19.41
2023,7,3,3,24.74,19.23
2023,7,3,4,24.58,19.04
2023,7,3,5,24.54,18.98
2023,7,3,6,25.5,19.47
2023,7,3,7,26.33,19.78
2023,7,3,8,27.43,20.02
2023,7,3,9,28.4,19.84
2023,7,3,10,29.22,19.59
2023,7,3,11,29.7,19.41
2023,7,3,12,29.96,19.35
2023,7,3,13,29.93,19.23
2023,7,3,14,29.81,19.17
2023,7,3,15,29.55,19.29
2023,7,3,16,28.91,19.65
2023,7,3,17,27.86,20.14
2023,7,3,18,26.55,20.14
2023,7,3,19,26.16,19.96
2023,7,3,20,25.9,19.78
2023,7,3,21,25.65,19.65
2023,7,3,22,25.42,19.47
2023,7,3,23,25.2,19.35
2023,7,4,0,24.97,19.23
2023,7,4,1,24.81,19.1
2023,7,4,2,24.87,18.98
2023,7,4,3,24.9,18.86
2023,7,4,4,25.09,18.8
2023,7,4,5,24.94,18.68
2023,7,4,6,25.68,19.47
2023,7,4,7,27.4,19.65
2023,7,4,8,28.53,18.74
2023,7,4,9,29.47,18.31
2023,7,4,10,30.23,18.25
2023,7,4,11,30.75,18.25
2023,7,4,12,31.09,18.07
2023,7,4,13,31.23,17.94
2023,7,4,14,31.26,17.82
2023,7,4,15,31.17,17.76
2023,7,4,16,30.9,18.31
2023,7,4,17,30.0,18.49
2023,7,4,18,28.58,19.23
2023,7,4,19,28.18,18.74
2023,7,4,20,27.69,18.74
2023,7,4,21,27.15,18.86
2023,7,4,22,26.64,18.86
2023,7,4,23,26.19,18.8
2023,7,5,0,25.78,18.62
2023,7,5,1,25.39,18.49
2023,7,5,2,25.08,18.37
2023,7,5,3,24.83,18.25
2023,7,5,4,24.62,18.19
2023,7,5,5,24.53,18.19
2023,7,5,6,25.69,18.31
2023,7,5,7,27.4,18.55
2023,7,5,8,29.48,18.68
2023,7,5,9,30.92,18.98
2023,7,5,10,31.73,19.41
2023,7,5,11,32.12,19.78
2023,7,5,12,32.3,20.02
2023,7,5,13,32.16,20.14
2023,7,5,14,31.76,20.2
2023,7,5,15,31.17,20.51
2023,7,5,16,30.81,20.69
2023,7,5,17,29.98,20.14
2023,7,5,18,28.58,21.3
2023,7,5,19,27.73,21.48
2023,7,5,20,27.11,20.81
2023,7,5,21,26.64,20.45
2023,7,5,22,26.29,20.2
2023,7,5,23,25.8,19.96
2023,7,6,0,25.41,19.59
2023,7,6,1,25.07,19.17
2023,7,6,2,24.75,18.74
2023,7,6,3,24.4,18.31
2023,7,6,4,24.12,18.01
2023,7,6,5,24.0,17.82
2023,7,6,6,24.38,17.7
2023,7,6,7,25.53,17.82
2023,7,6,8,27.27,17.82
2023,7,6,9,27.99,17.58
2023,7,6,10,28.59,17.76
2023,7,6,11,29.39,18.13
2023,7,6,12,30.07,18.31
2023,7,6,13,30.23,18.31
2023,7,6,14,30.19,18.31
2023,7,6,15,30.0,18.25
2023,7,6,16,29.73,18.31
2023,7,6,17,29.18,18.68
2023,7,6,18,27.98,19.53
2023,7,6,19,27.44,19.29
2023,7,6,20,27.05,19.17
2023,7,6,21,26.63,19.17
2023,7,6,22,26.35,18.98
2023,7,6,23,26.13,18.8
2023,7,7,0,25.88,18.68
2023,7,7,1,25.81,18.49
2023,7,7,2,25.71,18.68
2023,7,7,3,25.43,18.8
2023,7,7,4,25.14,18.49
2023,7,7,5,25.0,18.68
2023,7,7,6,25.65,19.1
2023,7,7,7,27.12,19.53
2023,7,7,8,28.26,19.47
2023,7,7,9,28.4,18.68
2023,7,7,10,28.54,18.55
2023,7,7,11,28.87,18.55
2023,7,7,12,29.04,18.49
2023,7,7,13,29.23,18.43
2023,7,7,14,29.15,18.19
2023,7,7,15,28.91,18.01
2023,7,7,16,28.42,18.25
2023,7,7,17,27.77,18.8
2023,7,7,18,26.71,19.35
2023,7,7,19,26.39,19.04
2023,7,7,20,26.2,18.92
2023,7,7,21,26.02,18.98
2023,7,7,22,25.85,19.23
2023,7,7,23,25.72,19.53
2023,7,8,0,25.58,19.71
2023,7,8,1,25.51,19.84
2023,7,8,2,25.51,19.9
2023,7,8,3,25.49,19.96
2023,7,8,4,25.48,19.9
2023,7,8,5,25.5,19.9
2023,7,8,6,26.55,20.57
2023,7,8,7,27.43,20.94
2023,7,8,8,28.33,20.87
2023,7,8,9,29.14,20.57
2023,7,8,10,29.83,20.32
2023,7,8,11,30.26,20.26
2023,7,8,12,30.61,20.32
2023,7,8,13,30.73,20.14
2023,7,8,14,30.31,19.96
2023,7,8,15,29.65,19.96
2023,7,8,16,28.84,20.14
2023,7,8,17,27.78,20.39
2023,7,8,18,26.53,20.14
2023,7,8,19,26.05,19.96
2023,7,8,20,25.73,19.84
2023,7,8,21,25.51,19.71
2023,7,8,22,25.38,19.65
2023,7,8,23,25.26,19.59
2023,7,9,0,25.23,19.59
2023,7,9,1,25.19,19.59
2023,7,9,2,25.08,19.53
2023,7,9,3,25.0,19.47
2023,7,9,4,24.92,19.41
2023,7,9,5,24.91,19.41
2023,7,9,6,26.17,20.2
2023,7,9,7,27.21,20.26
2023,7,9,8,28.3,20.14
2023,7,9,9,29.28,19.96
2023,7,9,10,30.05,19.71
2023,7,9,11,30.62,19.47
2023,7,9,12,30.8,19.23
2023,7,9,13,30.72,19.17
2023,7,9,14,30.62,19.17
2023,7,9,15,30.32,19.29
2023,7,9,16,29.73,19.78
2023,7,9,17,28.73,19.96
2023,7,9,18,27.19,20.39
2023,7,9,19,26.58,20.02
2023,7,9,20,26.15,19.9
2023,7,9,21,25.82,19.71
2023,7,9,22,25.52,19.53
2023,7,9,23,25.3,19.41
2023,7,10,0,25.1,19.29
2023,7,10,1,24.98,19.17
2023,7,10,2,24.98,19.04
2023,7,10,3,24.85,18.92
2023,7,10,4,24.65,18.8
2023,7,10,5,24.52,18.74
2023,7,10,6,25.87,19.65
2023,7,10,7,27.35,19.84
2023,7,10,8,28.82,20.02
2023,7,10,9,30.13,20.02
2023,7,10,10,31.07,20.08
2023,7,10,11,31.63,20.08
2023,7,10,12,31.9,20.14
2023,7,10,13,31.88,20.08
2023,7,10,14,31.72,20.02
2023,7,10,15,31.31,20.08
2023,7,10,16,30.73,20.75
2023,7,10,17,29.72,20.51
2023,7,10,18,28.14,21.3
2023,7,10,19,27.48,20.75
2023,7,10,20,26.94,20.39
2023,7,10,21,26.53,20.14
2023,7,10,22,26.19,20.08
2023,7,10,23,25.9,20.02
2023,7,11,0,25.59,19.9
2023,7,11,1,25.31,19.78
2023,7,11,2,25.16,19.65
2023,7,11,3,25.09,19.53
2023,7,11,4,25.01,19.41
2023,7,11,5,24.84,19.29
2023,7,11,6,25.76,19.71
2023,7,11,7,26.96,20.08
2023,7,11,8,28.4,20.14
2023,7,11,9,29.58,19.84
2023,7,11,10,30.46,19.65
2023,7,11,11,31.05,19.47
2023,7,11,12,31.48,19.35
2023,7,11,13,31.63,19.23
2023,7,11,14,31.61,19.04
2023,7,11,15,31.33,18.98
2023,7,11,16,30.65,19.35
2023,7,11,17,29.33,20.14
2023,7,11,18,27.4,19.96
2023,7,11,19,26.81,19.65
2023,7,11,20,26.37,19.47
2023,7,11,21,25.98,19.35
2023,7,11,22,25.6,19.29
2023,7,11,23,25.22,19.17
2023,7,12,0,24.86,18.98
2023,7,12,1,24.5,18.8
2023,7,12,2,24.19,18.62
2023,7,12,3,23.94,18.43
2023,7,12,4,23.83,18.31
2023,7,12,5,23.84,18.25
2023,7,12,6,25.14,18.86
2023,7,12,7,27.01,19.47
2023,7,12,8,28.87,19.84
2023,7,12,9,30.23,19.96
2023,7,12,10,31.21,20.14
2023,7,12,11,31.9,20.32
2023,7,12,12,32.22,20.32
2023,7,12,13,32.34,20.39
2023,7,12,14,32.23,20.32
2023,7,12,15,31.81,20.81
2023,7,12,16,31.19,20.94
2023,7,12,17,29.91,21.48
2023,7,12,18,28.55,21.61
2023,7,12,19,28.01,21.24
2023,7,12,20,27.58,21.0
2023,7,12,21,27.13,20.69
2023,7,12,22,26.7,20.51
2023,7,12,23,26.28,20.32
2023,7,13,0,25.95,20.2
2023,7,13,1,25.76,20.2
2023,7,13,2,25.58,20.08
2023,7,13,3,25.44,19.96
2023,7,13,4,25.3,19.78
2023,7,13,5,25.27,19.71
2023,7,13,6,25.95,20.08
2023,7,13,7,26.78,20.51
2023,7,13,8,27.86,20.57
2023,7,13,9,28.85,20.2
2023,7,13,10,29.62,20.02
2023,7,13,11,30.12,20.02
2023,7,13,12,30.42,20.14
2023,7,13,13,30.51,20.26
2023,7,13,14,30.46,20.26
2023,7,13,15,30.16,20.45
2023,7,13,16,29.48,20.81
2023,7,13,17,28.37,21.24
2023,7,13,18,27.3,20.63
2023,7,13,19,26.9,20.39
2023,7,13,20,26.59,20.2
2023,7,13,21,26.33,20.02
2023,7,13,22,26.12,20.08
2023,7,13,23,25.82,20.26
2023,7,14,0,25.56,20.14
2023,7,14,1,25.52,20.02
2023,7,14,2,25.55,19.9
2023,7,14,3,25.47,19.78
2023,7,14,4,25.27,19.59
2023,7,14,5,25.1,19.47
2023,7,14,6,25.58,19.78
2023,7,14,7,26.17,20.08
2023,7,14,8,27.08,20.26
2023,7,14,9,28.11,19.96
2023,7,14,10,29.12,19.59
2023,7,14,11,29.8,19.53
2023,7,14,12,30.13,19.59
2023,7,14,13,30.23,19.65
2023,7,14,14,30.1,19.71
2023,7,14,15,29.75,20.2
2023,7,14,16,29.03,20.94
2023,7,14,17,27.91,21.3
2023,7,14,18,26.95,21.0
2023,7,14,19,26.63,20.87
2023,7,14,20,26.4,20.69
2023,7,14,21,26.19,20.51
2023,7,14,22,26.0,20.32
2023,7,14,23,25.79,20.14
2023,7,15,0,25.56,19.96
2023,7,15,1,25.26,19.71
2023,7,15,2,24.94,19.41
2023,7,15,3,24.76,19.23
2023,7,15,4,24.62,19.04
2023,7,15,5,24.58,18.98
2023,7,15,6,25.47,19.65
2023,7,15,7,26.29,20.26
2023,7,15,8,27.46,20.51
2023,7,15,9,28.62,19.96
2023,7,15,10,29.52,19.59
2023,7,15,11,29.95,19.53
2023,7,15,12,30.08,19.53
2023,7,15,13,30.11,19.59
2023,7,15,14,29.82,19.59
2023,7,15,15,29.31,19.84
2023,7,15,16,28.53,20.39
2023,7,15,17,27.56,20.81
2023,7,15,18,26.63,20.57
2023,7,15,19,26.33,20.32
2023,7,15,20,26.05,20.14
2023,7,15,21,25.73,19.84
2023,7,15,22,25.49,19.59
2023,7,15,23,25.18,19.29
2023,7,16,0,24.9,19.1
2023,7,16,1,24.69,18.92
2023,7,16,2,24.58,18.86
2023,7,16,3,24.56,18.86
2023,7,16,4,24.54,18.92
2023,7,16,5,24.65,19.04
2023,7,16,6,25.51,19.71
2023,7,16,7,26.41,20.45
2023,7,16,8,27.65,21.18
2023,7,16,9,28.6,21.12
2023,7,16,10,29.09,20.69
2023,7,16,11,29.47,20.32
2023,7,16,12,29.81,20.02
2023,7,16,13,29.95,19.9
2023,7,16,14,29.87,20.08
2023,7,16,15,29.42,20.75
2023,7,16,16,28.7,21.48
2023,7,16,17,27.73,21.48
2023,7,16,18,26.87,20.94
2023,7,16,19,26.37,20.51
2023,7,16,20,25.97,20.32
2023,7,16,21,25.75,20.14
2023,7,16,22,25.55,19.9
2023,7,16,23,25.37,19.71
2023,7,17,0,25.24,19.59
2023,7,17,1,25.21,19.53
2023,7,17,2,25.18,19.47
2023,7,17,3,25.19,19.47
2023,7,17,4,25.21,19.47
2023,7,17,5,25.26,19.53
2023,7,17,6,25.63,19.84
2023,7,17,7,26.19,20.26
2023,7,17,8,26.93,20.63
2023,7,17,9,27.52,20.45
2023,7,17,10,27.94,20.26
2023,7,17,11,28.33,20.14
2023,7,17,12,28.64,20.26
2023,7,17,13,28.76,20.87
2023,7,17,14,28.75,21.55
2023,7,17,15,28.51,21.67
2023,7,17,16,27.9,21.36
2023,7,17,17,26.91,20.57
2023,7,17,18,26.08,20.02
2023,7,17,19,25.65,19.65
2023,7,17,20,25.34,19.35
2023,7,17,21,25.1,19.1
2023,7,17,22,24.92,18.98
2023,7,17,23,24.82,18.92
2023,7,18,0,24.78,18.92
2023,7,18,1,24.72,18.98
2023,7,18,2,24.64,18.92
2023,7,18,3,24.52,18.86
2023,7,18,4,24.44,18.8
2023,7,18,5,24.42,18.8
2023,7,18,6,25.09,19.23
2023,7,18,7,25.83,19.78
2023,7,18,8,26.9,20.2
2023,7,18,9,27.92,20.26
2023,7,18,10,28.66,20.02
2023,7,18,11,29.22,19.59
2023,7,18,12,29.65,19.23
2023,7,18,13,29.84,19.1
2023,7,18,14,29.76,19.17
2023,7,18,15,29.28,19.41
2023,7,18,16,28.33,19.78
2023,7,18,17,27.08,20.02
2023,7,18,18,25.96,19.78
2023,7,18,19,25.5,19.65
2023,7,18,20,25.26,19.53
2023,7,18,21,25.06,19.35
2023,7,18,22,24.87,19.1
2023,7,18,23,24.67,18.92
2023,7,19,0,24.53,18.8
2023,7,19,1,24.5,18.74
2023,7,19,2,24.46,18.74
2023,7,19,3,24.43,18.68
2023,7,19,4,24.43,18.68
2023,7,19,5,24.48,18.74
2023,7,19,6,25.11,19.23
2023,7,19,7,25.89,19.84
2023,7,19,8,26.86,20.26
2023,7,19,9,27.73,20.14
2023,7,19,10,28.46,19.9
2023,7,19,11,29.15,19.78
2023,7,19,12,29.62,19.78
2023,7,19,13,29.79,19.96
2023,7,19,14,29.66,20.26
2023,7,19,15,29.12,20.81
2023,7,19,16,28.28,21.55
2023,7,19,17,27.44,21.73
2023,7,19,18,26.64,21.12
2023,7,19,19,26.05,20.45
2023,7,19,20,25.65,20.02
2023,7,19,21,25.46,19.84
2023,7,19,22,25.37,19.78
2023,7,19,23,25.26,19.53
2023,7,20,0,24.95,19.1
2023,7,20,1,24.38,18.49
2023,7,20,2,23.79,17.82
2023,7,20,3,23.48,17.52
2023,7,20,4,23.33,17.4
2023,7,20,5,23.32,17.33
2023,7,20,6,24.15,17.76
2023,7,20,7,25.45,18.49
2023,7,20,8,26.94,18.98
2023,7,20,9,28.15,18.98
2023,7,20,10,28.88,18.8
2023,7,20,11,29.34,18.68
2023,7,20,12,29.42,18.62
2023,7,20,13,29.2,18.55
2023,7,20,14,29.01,18.8
2023,7,20,15,28.83,19.04
2023,7,20,16,28.58,19.53
2023,7,20,17,27.64,19.65
2023,7,20,18,26.46,19.9
2023,7,20,19,26.13,19.78
2023,7,20,20,25.87,19.78
2023,7,20,21,25.64,19.71
2023,7,20,22,25.49,19.65
2023,7,20,23,25.26,19.41
2023,7,21,0,25.01,19.17
2023,7,21,1,24.8,18.92
2023,7,21,2,24.63,18.8
2023,7,21,3,24.55,18.68
2023,7,21,4,24.48,18.68
2023,7,21,5,24.48,18.68
2023,7,21,6,25.01,19.04
2023,7,21,7,25.88,19.59
2023,7,21,8,26.92,19.9
2023,7,21,9,28.09,20.08
2023,7,21,10,29.13,20.14
2023,7,21,11,29.76,20.14
2023,7,21,12,29.83,20.32
2023,7,21,13,29.37,20.57
2023,7,21,14,28.96,20.69
2023,7,21,15,28.34,20.57
2023,7,21,16,27.53,20.51
2023,7,21,17,26.65,20.32
2023,7,21,18,25.93,19.96
2023,7,21,19,25.57,19.65
2023,7,21,20,25.32,19.41
2023,7,21,21,25.15,19.29
2023,7,21,22,25.05,19.23
2023,7,21,23,24.9,19.1
2023,7,22,0,24.72,18.92
2023,7,22,1,24.51,18.74
2023,7,22,2,24.34,18.55
2023,7,22,3,24.24,18.43
2023,7,22,4,24.17,18.43
2023,7,22,5,24.08,18.37
2023,7,22,6,24.82,18.8
2023,7,22,7,25.75,19.29
2023,7,22,8,26.83,19.47
2023,7,22,9,27.94,19.41
2023,7,22,10,28.82,19.47
2023,7,22,11,29.62,19.65
2023,7,22,12,30.33,19.84
2023,7,22,13,30.74,19.84
2023,7,22,14,30.85,19.9
2023,7,22,15,30.37,20.26
2023,7,22,16,29.53,20.81
2023,7,22,17,28.19,21.0
2023,7,22,18,26.97,20.87
2023,7,22,19,26.62,20.75
2023,7,22,20,26.4,20.63
2023,7,22,21,26.15,20.51
2023,7,22,22,25.86,20.2
2023,7,22,23,25.47,19.84
2023,7,23,0,25.01,19.35
2023,7,23,1,24.63,18.92
2023,7,23,2,24.37,18.68
2023,7,23,3,24.19,18.49
2023,7,23,4,24.09,18.37
2023,7,23,5,24.09,18.37
2023,7,23,6,24.94,18.86
2023,7,23,7,25.94,19.35
2023,7,23,8,27.06,19.53
2023,7,23,9,28.08,19.41
2023,7,23,10,28.92,19.35
2023,7,23,11,29.54,19.41
2023,7,23,12,29.76,19.35
2023,7,23,13,29.52,19.71
2023,7,23,14,29.11,20.2
2023,7,23,15,28.65,20.75
2023,7,23,16,28.11,21.3
2023,7,23,17,27.44,21.61
2023,7,23,18,26.76,21.36
2023,7,23,19,26.49,21.18
2023,7,23,20,26.19,20.81
2023,7,23,21,25.81,20.39
2023,7,23,22,25.51,20.02
2023,7,23,23,25.25,19.78
2023,7,24,0,25.06,19.53
2023,7,24,1,24.86,19.35
2023,7,24,2,24.65,19.17
2023,7,24,3,24.49,18.98
2023,7,24,4,24.36,18.86
2023,7,24,5,24.31,18.74
2023,7,24,6,25.36,19.53
2023,7,24,7,26.38,20.02
2023,7,24,8,27.71,20.14
2023,7,24,9,28.8,19.84
2023,7,24,10,29.36,19.71
2023,7,24,11,29.56,19.71
2023,7,24,12,29.58,19.65
2023,7,24,13,29.51,19.59
2023,7,24,14,29.28,19.59
2023,7,24,15,28.87,19.84
2023,7,24,16,28.2,20.32
2023,7,24,17,27.3,20.81
2023,7,24,18,26.33,20.51
2023,7,24,19,26.01,20.32
2023,7,24,20,25.76,20.14
2023,7,24,21,25.58,19.96
2023,7,24,22,25.41,19.78
2023,7,24,23,25.27,19.65
2023,7,25,0,25.07,19.41
2023,7,25,1,24.82,19.17
2023,7,25,2,24.57,18.92
2023,7,25,3,24.38,18.74
2023,7,25,4,24.17,18.49
2023,7,25,5,24.05,18.43
2023,7,25,6,25.03,19.04
2023,7,25,7,26.13,19.78
2023,7,25,8,27.39,20.26
2023,7,25,9,28.36,20.39
2023,7,25,10,29.12,20.45
2023,7,25,11,29.46,20.51
2023,7,25,12,29.35,20.87
2023,7,25,13,29.15,21.24
2023,7,25,14,28.79,21.48
2023,7,25,15,28.38,21.61
2023,7,25,16,27.7,21.3
2023,7,25,17,26.84,20.81
2023,7,25,18,26.15,20.45
2023,7,25,19,25.85,20.26
2023,7,25,20,25.65,20.02
2023,7,25,21,25.45,19.84
2023,7,25,22,25.26,19.59
2023,7,25,23,25.01,19.35
2023,7,26,0,24.8,19.1
2023,7,26,1,24.57,18.86
2023,7,26,2,24.33,18.55
2023,7,26,3,24.01,18.31
2023,7,26,4,23.79,18.07
2023,7,26,5,23.71,18.01
2023,7,26,6,24.62,18.55
2023,7,26,7,25.77,19.23
2023,7,26,8,27.25,19.59
2023,7,26,9,28.67,19.53
2023,7,26,10,29.6,19.71
2023,7,26,11,30.22,19.84
2023,7,26,12,30.53,19.9
2023,7,26,13,30.63,19.9
2023,7,26,14,30.44,20.02
2023,7,26,15,29.99,20.26
2023,7,26,16,29.41,21.06
2023,7,26,17,28.32,21.55
2023,7,26,18,27.18,21.0
2023,7,26,19,26.87,20.75
2023,7,26,20,26.55,20.57
2023,7,26,21,26.17,20.45
2023,7,26,22,25.92,20.26
2023,7,26,23,25.72,20.02
2023,7,27,0,25.51,19.84
2023,7,27,1,25.36,19.71
2023,7,27,2,25.22,19.65
2023,7,27,3,25.02,19.53
2023,7,27,4,25.01,19.53
2023,7,27,5,25.12,19.59
2023,7,27,6,25.77,20.08
2023,7,27,7,26.51,20.69
2023,7,27,8,27.37,21.3
2023,7,27,9,28.04,21.55
2023,7,27,10,28.59,21.36
2023,7,27,11,28.97,21.18
2023,7,27,12,29.01,21.12
2023,7,27,13,28.94,21.18
2023,7,27,14,28.64,21.3
2023,7,27,15,28.28,21.61
2023,7,27,16,27.88,21.79
2023,7,27,17,27.3,21.55
2023,7,27,18,26.73,21.06
2023,7,27,19,26.28,20.57
2023,7,27,20,25.97,20.2
2023,7,27,21,25.8,20.02
2023,7,27,22,25.64,19.84
2023,7,27,23,25.44,19.65
2023,7,28,0,25.28,19.47
2023,7,28,1,25.14,19.35
2023,7,28,2,25.03,19.29
2023,7,28,3,24.94,19.23
2023,7,28,4,24.94,19.23
2023,7,28,5,24.98,19.29
2023,7,28,6,25.8,19.9
2023,7,28,7,26.78,20.63
2023,7,28,8,27.72,21.0
2023,7,28,9,28.55,20.87
2023,7,28,10,29.15,20.63
2023,7,28,11,29.76,20.45
2023,7,28,12,30.21,20.39
2023,7,28,13,30.23,20.26
2023,7,28,14,29.98,20.32
2023,7,28,15,29.33,20.81
2023,7,28,16,28.57,21.48
2023,7,28,17,27.7,21.48
2023,7,28,18,27.01,21.06
2023,7,28,19,26.65,20.75
2023,7,28,20,26.36,20.45
2023,7,28,21,26.23,20.14
2023,7,28,22,25.98,19.96
2023,7,28,23,25.78,19.78
2023,7,29,0,25.62,19.65
2023,7,29,1,25.48,19.59
2023,7,29,2,25.38,19.53
2023,7,29,3,25.34,19.53
2023,7,29,4,25.38,19.59
2023,7,29,5,25.48,19.78
2023,7,29,6,25.98,20.26
2023,7,29,7,26.76,20.94
2023,7,29,8,27.48,21.3
2023,7,29,9,28.15,21.24
2023,7,29,10,28.52,20.81
2023,7,29,11,28.83,20.51
2023,7,29,12,29.01,20.26
2023,7,29,13,29.12,20.26
2023,7,29,14,29.04,20.39
2023,7,29,15,28.67,20.51
2023,7,29,16,28.04,20.94
2023,7,29,17,27.08,20.75
2023,7,29,18,26.29,20.39
2023,7,29,19,25.92,20.14
2023,7,29,20,25.66,19.96
2023,7,29,21,25.48,19.84
2023,7,29,22,25.3,19.65
2023,7,29,23,25.16,19.53
2023,7,30,0,25.08,19.41
2023,7,30,1,25.01,19.35
2023,7,30,2,24.96,19.29
2023,7,30,3,24.96,19.29
2023,7,30,4,25.02,19.29
2023,7,30,5,25.08,19.35
2023,7,30,6,25.34,19.53
2023,7,30,7,25.79,19.9
2023,7,30,8,26.31,20.32
2023,7,30,9,26.77,20.39
2023,7,30,10,27.33,20.57
2023,7,30,11,28.03,20.57
2023,7,30,12,28.82,20.45
2023,7,30,13,29.38,20.39
2023,7,30,14,29.51,20.51
2023,7,30,15,29.15,20.57
2023,7,30,16,28.54,20.75
2023,7,30,17,27.5,20.75
2023,7,30,18,26.4,20.45
2023,7,30,19,25.96,20.32
2023,7,30,20,25.62,20.2
2023,7,30,21,25.42,20.02
2023,7,30,22,25.32,19.96
2023,7,30,23,25.27,19.9
2023,7,31,0,25.23,19.84
2023,7,31,1,25.18,19.71
2023,7,31,2,25.07,19.59
2023,7,31,3,24.89,19.35
2023,7,31,4,24.67,19.1
2023,7,31,5,24.45,18.86
2023,7,31,6,25.42,19.59
2023,7,31,7,26.42,20.14
2023,7,31,8,27.63,20.08
2023,7,31,9,28.64,19.84
2023,7,31,10,29.3,19.53
2023,7,31,11,29.76,19.71
2023,7,31,12,30.14,20.02
2023,7,31,13,30.34,20.39
2023,7,31,14,30.15,20.63
2023,7,31,15,29.46,21.12
2023,7,31,16,28.59,21.67
2023,7,31,17,27.64,21.61
2023,7,31,18,26.81,21.18
2023,7,31,19,26.51,20.94
2023,7,31,20,26.25,20.75
2023,7,31,21,25.99,20.51
2023,7,31,22,25.8,20.26
2023,7,31,23,25.58,20.08
2023,8,1,0,25.38,19.84
2023,8,1,1,25.18,19.65
2023,8,1,2,25.0,19.47
2023,8,1,3,24.82,19.29
2023,8,1,4,24.65,19.1
2023,8,1,5,24.54,18.98
2023,8,1,6,25.44,19.59
2023,8,1,7,26.43,20.08
2023,8,1,8,27.45,20.26
2023,8,1,9,28.35,20.26
2023,8,1,10,28.94,20.02
2023,8,1,11,29.43,19.78
2023,8,1,12,29.77,19.71
2023,8,1,13,29.91,19.65
2023,8,1,14,29.78,19.78
2023,8,1,15,29.25,20.14
2023,8,1,16,28.4,20.69
2023,8,1,17,27.43,20.94
2023,8,1,18,26.62,20.63
2023,8,1,19,26.27,20.39
2023,8,1,20,25.95,20.14
2023,8,1,21,25.67,19.96
2023,8,1,22,25.4,19.71
2023,8,1,23,25.18,19.53
2023,8,2,0,24.97,19.35
2023,8,2,1,24.73,19.1
2023,8,2,2,24.57,18.98
2023,8,2,3,24.49,18.86
2023,8,2,4,24.4,18.8
